origin_lat,origin_lon,dest_lat,dest_lon,timestamp,vehicle_type,trip_distance,trip_duration,fare,traffic_condition,weather,passenger_count,driver_rating,surge_multiplier
13.009611,77.556785,13.20121,77.699406,2024-01-16 02:07:40,SUV,34.1,92.1,647.33,Free Flow,Sunny,5,4.2,0.9
13.030811,77.589915,12.913282,77.617027,2024-02-22 02:55:09,SUV,17.38,46.9,378.93,Free Flow,Cloudy,1,4.6,0.9
13.196527,77.705953,12.968384,77.700786,2024-01-18 10:04:11,Prime,32.93,177.8,711.87,High,Sunny,2,4.3,1.8
12.960928,77.698246,13.037478,77.58722,2024-02-02 12:52:58,Mini,19.07,74.4,390.33,Medium,Sunny,2,4.4,1.3
12.968085,77.68981,12.97235,77.740643,2024-02-08 22:20:37,SUV,7.14,27.9,227.48,Medium,Cloudy,2,4.4,1.3
12.933962,77.586358,13.196945,77.709595,2024-02-27 23:14:04,Bike,41.69,112.5,699.04,Free Flow,Sunny,1,3.7,0.9
13.04536,77.590467,13.206934,77.713403,2024-02-06 23:37:31,Bike,28.98,78.2,495.09,Free Flow,Sunny,1,3.6,0.9
13.034341,77.590462,12.980539,77.649667,2024-01-10 11:38:44,SUV,11.36,73.6,381.31,Heavy Rain,Rainy,1,4.4,2.16
13.20695,77.71006,12.998564,77.568142,2024-01-04 18:31:31,Bike,36.04,194.6,754.38,High,Cloudy,1,4.3,1.8
12.847886,77.664032,12.940197,77.589789,2024-02-26 21:32:39,Prime,16.89,91.2,389.58,High,Cloudy,1,3.7,1.8
13.004614,77.562308,12.979152,77.603079,2024-02-26 20:07:42,SUV,6.79,36.7,236.42,High,Sunny,2,4.0,1.8
12.977916,77.742326,12.921763,77.639513,2024-02-10 14:16:25,SUV,16.52,64.4,394.8,Medium,Cloudy,1,4.8,1.3
12.975792,77.64745,13.18945,77.697877,2024-02-26 04:30:27,Mini,31.63,85.4,557.64,Free Flow,Sunny,3,4.9,0.9
12.95618,77.636268,12.959273,77.703906,2024-02-01 06:45:40,SUV,9.48,37.0,269.18,Medium,Cloudy,6,4.9,1.3
12.971274,77.754623,13.196443,77.701618,2024-02-02 14:31:34,SUV,33.33,130.0,694.91,Medium,Cloudy,4,4.0,1.3
12.973298,77.742905,13.003645,77.556119,2024-01-04 16:32:15,Prime,26.51,103.4,523.18,Medium,Sunny,2,3.9,1.3
12.921508,77.619226,12.969775,77.645559,2024-01-15 20:32:45,Prime,7.88,42.6,208.39,High,Sunny,2,3.8,1.8
12.936365,77.622142,12.92115,77.64876,2024-02-01 23:28:28,Mini,4.32,11.7,119.41,Free Flow,Cloudy,3,4.8,0.9
13.004028,77.572771,12.972731,77.6476,2024-02-13 05:54:24,Bike,11.41,30.8,213.07,Free Flow,Cloudy,1,4.4,0.9
13.005862,77.571931,12.9221,77.616906,2024-01-13 20:24:23,Bike,13.63,73.6,303.92,High,Sunny,1,5.0,1.8
12.921862,77.64214,12.92774,77.630954,2024-01-26 23:52:17,Auto,1.78,4.8,68.58,Free Flow,Sunny,2,4.1,0.9
12.917812,77.605107,13.1968,77.6986,2024-02-28 16:04:54,Auto,42.33,165.1,795.62,Medium,Sunny,2,4.7,1.3
12.963274,77.741165,13.03141,77.600922,2024-02-01 15:52:24,Auto,21.95,85.6,431.89,Medium,Sunny,1,4.8,1.3
12.921693,77.615561,12.970909,77.649575,2024-02-05 05:42:03,Bike,8.55,23.1,167.23,Free Flow,Sunny,1,4.1,0.9
12.959383,77.641383,12.960049,77.753867,2024-02-09 14:26:33,SUV,15.74,61.4,381.04,Medium,Cloudy,6,3.6,1.3
13.191365,77.701199,12.841871,77.666761,2024-02-06 16:31:42,Prime,50.66,197.6,954.31,Medium,Sunny,4,4.9,1.3
12.85461,77.656287,12.963895,77.705984,2024-02-29 04:29:12,Bike,17.24,46.5,306.63,Free Flow,Cloudy,1,3.8,0.9
12.836839,77.666381,12.97187,77.630873,2024-02-03 05:40:57,Prime,20.11,54.3,372.75,Free Flow,Cloudy,1,4.7,0.9
12.979694,77.588624,12.839706,77.667365,2024-02-29 12:43:50,Mini,23.01,89.7,460.75,Medium,Cloudy,4,3.8,1.3
12.996992,77.55174,12.943857,77.616124,2024-01-14 00:44:11,Mini,11.83,31.9,239.91,Free Flow,Cloudy,1,4.1,0.9
12.988577,77.564132,12.966342,77.7545,2024-02-05 04:46:33,Prime,26.84,72.5,480.76,Free Flow,Sunny,1,3.7,0.9
12.953593,77.641299,12.966108,77.697171,2024-02-20 01:42:44,Prime,8.03,21.7,178.82,Free Flow,Cloudy,1,4.5,0.9
12.909537,77.654039,12.997723,77.565481,2024-01-29 14:30:41,SUV,17.76,69.3,417.1,Medium,Sunny,1,4.6,1.3
12.934675,77.555217,12.987078,77.633062,2024-01-06 14:45:47,Prime,13.26,51.7,286.74,Medium,Sunny,2,5.0,1.3
12.980558,77.644768,12.909229,77.615802,2024-01-15 11:25:27,SUV,11.06,71.7,374.31,Heavy Rain,Rainy,5,3.6,2.16
13.191005,77.707328,12.955302,77.633053,2024-02-07 17:39:37,Auto,35.57,192.1,754.86,High,Sunny,3,4.4,1.8
12.93856,77.619265,12.955163,77.646117,2024-01-05 09:12:07,Auto,4.46,24.1,129.59,High,Sunny,2,3.8,1.8
12.918824,77.551585,12.926769,77.629355,2024-02-13 14:20:37,SUV,10.95,42.7,295.38,Medium,Sunny,6,4.2,1.3
12.952542,77.702156,12.978393,77.638401,2024-02-04 07:22:19,Mini,9.67,37.7,222.65,Medium,Sunny,3,4.2,1.3
12.909945,77.644877,12.975102,77.751288,2024-01-22 22:42:30,SUV,17.61,68.7,414.4,Medium,Sunny,2,4.5,1.3
12.983456,77.646958,12.963379,77.755247,2024-01-17 10:41:39,Auto,15.43,83.3,350.18,High,Sunny,2,3.8,1.8
13.036194,77.602983,12.969768,77.644716,2024-02-09 11:00:41,Mini,11.23,60.6,275.62,High,Sunny,4,4.9,1.8
12.843178,77.664692,13.201399,77.709867,2024-01-30 20:54:13,Auto,52.08,281.2,1086.74,High,Sunny,2,4.9,1.8
12.976301,77.646729,13.204462,77.69817,2024-02-22 16:35:37,SUV,33.7,131.4,701.58,Medium,Cloudy,6,4.6,1.3
12.913043,77.641629,12.96186,77.753764,2024-01-16 06:36:43,SUV,17.2,67.1,407.09,Medium,Cloudy,3,4.4,1.3
13.208398,77.699158,12.995623,77.558806,2024-01-30 11:51:55,Bike,36.45,196.8,762.65,High,Sunny,1,3.8,1.8
12.991756,77.558325,13.007254,77.566099,2024-02-12 23:34:41,Auto,2.49,6.7,79.92,Free Flow,Sunny,2,4.9,0.9
13.192028,77.703021,12.957462,77.636652,2024-02-17 23:40:28,Prime,35.1,94.8,613.35,Free Flow,Sunny,3,3.7,0.9
13.038367,77.593043,13.004132,77.566134,2024-02-13 18:16:12,Mini,6.21,33.5,174.86,High,Sunny,2,4.1,1.8
12.987688,77.636306,12.968084,77.7051,2024-02-28 15:40:33,Prime,10.04,39.1,229.14,Medium,Sunny,1,4.4,1.3
13.199579,77.70232,12.998502,77.564551,2024-02-17 00:18:17,Auto,34.84,94.1,599.17,Free Flow,Sunny,2,3.9,0.9
12.933358,77.59026,12.907682,77.611573,2024-01-31 16:39:11,Mini,4.76,18.6,134.91,Medium,Sunny,3,4.5,1.3
12.975631,77.634899,12.940277,77.622506,2024-01-04 09:43:32,Bike,5.39,34.9,161.74,Heavy Rain,Rainy,1,3.6,2.16
13.196393,77.713264,12.91749,77.648788,2024-01-05 09:07:05,Auto,41.25,222.7,869.03,High,Cloudy,3,3.5,1.8
12.929555,77.581824,12.845566,77.656923,2024-01-07 19:09:07,SUV,16.04,86.6,422.46,High,Sunny,4,5.0,1.8
12.967349,77.588138,12.959903,77.759275,2024-01-24 03:23:42,Auto,23.98,64.7,424.85,Free Flow,Sunny,1,4.0,0.9
12.979245,77.75739,12.929169,77.548198,2024-02-04 20:04:07,Bike,30.16,162.9,636.2,High,Cloudy,1,3.7,1.8
13.030125,77.596005,12.968565,77.586125,2024-02-22 14:19:01,Bike,8.99,35.1,190.47,Medium,Sunny,1,3.6,1.3
12.981648,77.563205,12.925086,77.555837,2024-01-18 22:01:48,Auto,8.23,32.1,186.85,Medium,Cloudy,2,3.7,1.3
12.952004,77.696407,12.931356,77.574826,2024-02-20 16:49:54,Auto,17.28,67.4,348.39,Medium,Sunny,3,4.5,1.3
12.959167,77.647854,12.927048,77.552551,2024-01-25 00:19:53,Auto,14.12,38.1,266.65,Free Flow,Cloudy,2,3.6,0.9
12.94048,77.620602,12.964656,77.647648,2024-02-01 12:17:59,Prime,5.15,20.1,141.89,Medium,Sunny,4,4.5,1.3
12.970459,77.634504,13.207673,77.699705,2024-01-26 12:40:25,Auto,35.43,138.2,672.35,Medium,Cloudy,1,3.8,1.3
12.96761,77.647228,12.917056,77.601881,2024-01-28 11:44:32,Mini,9.67,52.2,244.36,High,Sunny,2,4.8,1.8
12.931614,77.582345,13.19718,77.715532,2024-02-09 00:44:40,SUV,42.62,115.1,783.97,Free Flow,Sunny,5,4.1,0.9
12.954872,77.637912,12.960743,77.702474,2024-02-06 19:41:07,Bike,9.08,49.0,212.44,High,Sunny,1,3.9,1.8
12.849414,77.667083,12.95219,77.63135,2024-01-21 07:07:28,Auto,15.65,61.0,319.37,Medium,Sunny,1,4.4,1.3
12.970187,77.648469,12.919291,77.640266,2024-02-03 15:54:50,Auto,7.43,29.0,172.69,Medium,Sunny,3,5.0,1.3
12.961415,77.75423,13.200706,77.706999,2024-02-03 10:11:29,Prime,35.16,189.8,756.65,High,Cloudy,3,4.1,1.8
12.835979,77.655614,12.999821,77.555063,2024-01-28 11:58:47,Auto,27.51,148.6,593.04,High,Sunny,2,3.6,1.8
12.972852,77.594472,13.191498,77.710855,2024-02-20 17:05:28,Mini,35.51,191.7,763.71,High,Sunny,2,4.6,1.8
12.840434,77.663733,13.200308,77.706699,2024-01-04 17:36:31,Bike,52.28,282.3,1080.77,High,Sunny,1,3.6,1.8
12.984169,77.633359,12.915594,77.553087,2024-02-20 08:36:44,Bike,14.97,80.8,330.94,High,Sunny,1,3.8,1.8
12.922307,77.617201,12.922641,77.539064,2024-01-05 05:08:53,Auto,10.94,29.5,215.54,Free Flow,Sunny,1,4.2,0.9
12.950353,77.694469,12.961222,77.759796,2024-02-26 00:34:38,Bike,9.28,25.0,178.9,Free Flow,Sunny,1,4.8,0.9
12.85408,77.663733,12.973229,77.749191,2024-02-25 04:40:16,Bike,20.94,67.9,421.44,Heavy Rain,Rainy,1,4.0,1.08
13.002102,77.572764,12.984956,77.560359,2024-02-10 11:26:46,Prime,3.02,16.3,110.76,High,Sunny,4,3.8,1.8
12.920067,77.614436,12.936971,77.627781,2024-02-24 02:53:01,Mini,3.07,8.3,99.31,Free Flow,Sunny,4,4.4,0.9
13.20439,77.699418,12.921382,77.538134,2024-01-16 12:02:10,Prime,46.66,218.4,1031.27,Heavy Rain,Rainy,3,3.5,1.56
12.975985,77.593262,12.952848,77.689089,2024-01-08 21:48:27,Bike,13.82,74.6,307.83,High,Sunny,1,4.3,1.8
12.96448,77.593788,12.975192,77.637615,2024-01-27 21:44:00,Mini,6.33,34.2,177.16,High,Sunny,4,3.8,1.8
12.839601,77.666854,12.99955,77.562276,2024-01-18 10:13:54,Mini,27.33,147.6,599.35,High,Cloudy,3,4.5,1.8
12.944011,77.623429,12.915973,77.638516,2024-01-23 08:12:04,Auto,4.56,24.6,131.73,High,Sunny,2,4.7,1.8
12.909851,77.61306,12.958761,77.647512,2024-01-12 09:37:03,Mini,8.55,46.2,221.81,High,Sunny,2,4.4,1.8
12.923232,77.578118,12.964063,77.691596,2024-01-03 11:58:29,Auto,16.94,91.5,380.52,High,Cloudy,3,4.6,1.8
12.927323,77.618789,12.986351,77.562151,2024-01-28 23:02:25,Prime,11.64,31.4,236.76,Free Flow,Cloudy,2,4.8,0.9
12.939962,77.629942,12.998137,77.565737,2024-02-28 08:52:13,SUV,12.3,66.4,347.18,High,Sunny,2,4.7,1.8
12.978121,77.601581,12.928863,77.552298,2024-01-06 11:45:22,SUV,9.9,53.5,299.09,High,Cloudy,1,3.8,1.8
12.954065,77.64227,12.968137,77.700364,2024-01-08 05:09:23,Prime,8.38,22.6,184.52,Free Flow,Cloudy,2,4.6,0.9
12.852021,77.669174,12.919149,77.537665,2024-01-08 02:07:47,Bike,20.8,56.2,363.85,Free Flow,Sunny,1,4.6,0.9
12.968735,77.631598,12.84219,77.653949,2024-01-04 17:40:50,Prime,18.53,100.0,422.38,High,Cloudy,3,4.2,1.8
12.980233,77.592411,12.999861,77.548396,2024-02-02 21:10:41,Bike,6.78,36.6,166.29,High,Sunny,1,4.5,1.8
12.965627,77.757603,12.967208,77.693374,2024-02-10 20:53:44,Auto,8.99,48.6,220.76,High,Sunny,1,4.7,1.8
12.999911,77.55889,12.840338,77.652067,2024-01-09 20:52:46,Mini,26.46,142.9,581.92,High,Sunny,1,3.8,1.8
12.83985,77.664343,12.939272,77.579597,2024-02-19 03:06:18,Prime,18.62,50.3,348.78,Free Flow,Cloudy,1,4.7,0.9
12.924811,77.575066,12.971593,77.750835,2024-01-31 06:09:38,Bike,25.51,99.5,485.39,Medium,Sunny,1,4.2,1.3
12.969985,77.633656,13.19478,77.712,2024-01-17 23:53:56,Prime,34.24,92.5,599.57,Free Flow,Sunny,1,3.6,0.9
12.842977,77.662779,12.922956,77.600536,2024-02-15 13:22:26,Mini,14.46,56.4,308.11,Medium,Sunny,2,5.0,1.3
12.906637,77.648992,12.94316,77.620198,2024-01-26 02:13:56,Auto,6.63,17.9,146.49,Free Flow,Cloudy,2,3.9,0.9
12.931659,77.580081,12.97178,77.64075,2024-02-14 20:16:15,Mini,10.28,55.5,256.58,High,Sunny,2,4.4,1.8
12.960525,77.699215,12.956475,77.638389,2024-01-02 05:44:30,Mini,8.53,23.0,186.97,Free Flow,Cloudy,1,4.8,0.9
12.912812,77.614033,12.960197,77.700408,2024-02-22 23:12:59,Mini,13.89,37.5,272.93,Free Flow,Sunny,4,4.7,0.9
12.91896,77.554724,13.202056,77.71547,2024-01-07 05:37:37,Prime,46.64,151.1,919.93,Heavy Rain,Rainy,4,4.7,1.08
12.925599,77.547633,12.934098,77.631059,2024-02-25 06:11:00,Prime,11.74,45.8,259.58,Medium,Sunny,1,4.8,1.3
12.978629,77.589936,13.042849,77.588147,2024-02-03 20:48:15,SUV,9.27,50.1,286.33,High,Sunny,6,3.8,1.8
12.957152,77.645722,12.95639,77.69784,2024-02-08 13:36:28,Mini,7.3,28.5,180.23,Medium,Sunny,3,4.7,1.3
12.9338,77.62448,12.974191,77.649177,2024-01-23 00:45:52,Auto,6.78,18.3,148.76,Free Flow,Cloudy,1,4.3,0.9
12.978917,77.602451,12.930371,77.55361,2024-02-22 11:39:21,Auto,9.79,52.9,236.74,High,Sunny,2,4.4,1.8
13.045533,77.5964,12.924926,77.579673,2024-01-23 14:50:20,Bike,17.56,82.2,400.4,Heavy Rain,Rainy,1,4.8,1.56
12.913538,77.652696,12.936544,77.623101,2024-02-10 04:00:53,Mini,5.31,14.3,135.2,Free Flow,Sunny,3,3.9,0.9
12.919515,77.639363,12.927826,77.541594,2024-01-20 12:02:00,Auto,13.74,53.6,285.21,Medium,Cloudy,2,4.6,1.3
12.965658,77.647733,12.911652,77.635456,2024-02-26 10:23:40,SUV,7.98,43.1,260.4,High,Sunny,4,4.1,1.8
13.036582,77.6039,13.003796,77.557384,2024-01-22 08:19:08,Prime,8.05,43.5,211.77,High,Cloudy,3,3.7,1.8
12.907151,77.608533,12.992367,77.548523,2024-02-18 04:49:57,Mini,14.89,40.2,289.01,Free Flow,Sunny,2,4.9,0.9
13.007532,77.571269,12.984452,77.64895,2024-02-19 17:02:07,Mini,11.37,73.7,326.69,Heavy Rain,Rainy,1,4.2,2.16
12.97482,77.588881,13.201897,77.708798,2024-02-28 06:23:38,Auto,36.82,143.6,697.17,Medium,Sunny,2,4.3,1.3
12.915167,77.646783,12.96579,77.59228,2024-01-08 02:13:24,Prime,10.56,28.5,219.52,Free Flow,Cloudy,4,3.7,0.9
12.957054,77.638247,12.915198,77.616888,2024-02-04 18:22:47,SUV,6.74,36.4,235.46,High,Sunny,1,4.9,1.8
12.979298,77.632652,12.9658,77.594672,2024-01-05 14:21:24,SUV,5.66,22.1,201.06,Medium,Sunny,6,3.5,1.3
12.976365,77.584974,13.206806,77.703959,2024-01-10 18:59:14,Mini,37.19,200.8,797.52,High,Sunny,4,4.0,1.8
12.967676,77.632011,12.85016,77.654968,2024-01-24 13:20:08,Mini,17.26,67.3,358.08,Medium,Cloudy,3,4.7,1.3
12.960103,77.747051,12.981257,77.585207,2024-02-04 20:42:02,Bike,22.86,123.4,489.45,High,Sunny,1,4.4,1.8
12.929673,77.589926,12.848363,77.653097,2024-01-22 14:13:22,Auto,14.69,57.3,302.25,Medium,Sunny,3,3.5,1.3
12.920976,77.611545,12.955036,77.705734,2024-02-16 10:58:12,Prime,14.07,76.0,332.81,High,Sunny,2,4.9,1.8
12.913874,77.643317,12.935032,77.621007,2024-01-18 19:58:22,Auto,4.37,23.6,127.78,High,Sunny,3,4.0,1.8
12.958015,77.693419,12.846277,77.669072,2024-01-27 18:49:03,Mini,16.48,89.0,381.25,High,Sunny,4,4.8,1.8
12.979426,77.641963,12.976316,77.587627,2024-02-20 14:18:07,SUV,7.62,29.7,235.99,Medium,Cloudy,5,4.1,1.3
12.967525,77.746689,13.038556,77.588621,2024-01-01 18:08:47,Bike,24.38,131.7,520.12,High,Cloudy,1,4.1,1.8
12.964539,77.692225,13.008184,77.566849,2024-01-24 08:01:29,Auto,18.64,120.8,489.46,Heavy Rain,Rainy,2,4.6,2.16
12.963253,77.635807,12.963339,77.705774,2024-02-24 09:56:44,Auto,9.79,52.9,236.85,High,Sunny,3,4.2,1.8
12.970964,77.754969,12.952891,77.629963,2024-01-06 16:21:46,Mini,17.69,69.0,365.77,Medium,Sunny,3,4.8,1.3
12.982297,77.55094,12.919806,77.650342,2024-02-22 20:05:20,Auto,16.58,89.5,373.26,High,Cloudy,1,4.2,1.8
13.206167,77.703184,12.961879,77.596296,2024-02-10 05:15:23,Bike,38.29,103.4,644.62,Free Flow,Sunny,1,3.9,0.9
12.976274,77.591657,12.926569,77.554612,2024-02-20 03:55:23,Auto,8.85,23.9,182.05,Free Flow,Sunny,1,4.9,0.9
12.970392,77.635066,12.917958,77.553163,2024-01-11 19:36:33,Prime,13.74,74.2,326.09,High,Sunny,1,3.8,1.8
12.928797,77.552571,12.835713,77.654901,2024-02-02 21:26:33,Auto,19.64,106.0,434.69,High,Sunny,3,4.8,1.8
12.98641,77.554769,12.843312,77.651772,2024-02-28 12:15:16,SUV,24.71,96.4,541.13,Medium,Cloudy,4,4.7,1.3
12.917585,77.649438,12.843499,77.656417,2024-02-02 17:48:11,Auto,10.74,58.0,255.78,High,Cloudy,3,4.7,1.8
12.931368,77.550589,12.943479,77.626542,2024-02-05 18:08:37,SUV,10.77,69.8,367.41,Heavy Rain,Rainy,1,4.8,2.16
12.996485,77.557413,12.968233,77.584918,2024-01-06 09:45:32,Auto,5.61,30.3,152.71,High,Sunny,3,4.4,1.8
12.923709,77.613792,12.977659,77.633946,2024-01-06 03:27:44,SUV,8.28,22.4,232.9,Free Flow,Sunny,1,4.0,0.9
12.927688,77.587767,12.993593,77.561753,2024-01-05 06:37:38,Auto,10.18,39.7,221.77,Medium,Sunny,3,4.2,1.3
12.997218,77.550499,13.045872,77.58829,2024-01-22 11:10:28,Prime,8.79,47.5,226.69,High,Sunny,1,4.4,1.8
12.982793,77.557957,12.963638,77.638835,2024-02-01 11:16:52,Prime,11.65,62.9,284.23,High,Sunny,2,3.9,1.8
12.915555,77.614994,13.03171,77.594997,2024-02-09 12:22:53,Prime,16.99,66.3,353.33,Medium,Cloudy,3,4.8,1.3
12.931917,77.580889,12.966286,77.588035,2024-01-26 12:16:53,Bike,5.06,19.7,120.31,Medium,Sunny,1,4.0,1.3
12.961286,77.694251,12.926327,77.60151,2024-02-10 05:05:15,Mini,13.93,37.6,273.52,Free Flow,Sunny,1,4.2,0.9
12.94346,77.622284,12.9238,77.610473,2024-01-15 02:24:45,Mini,3.28,8.9,102.7,Free Flow,Cloudy,2,4.6,0.9
12.92337,77.60775,12.959172,77.639769,2024-02-07 10:33:29,Mini,6.84,36.9,187.47,High,Sunny,3,4.1,1.8
12.952684,77.640791,12.915782,77.541795,2024-01-24 04:10:21,Mini,14.84,40.1,288.25,Free Flow,Sunny,1,4.5,0.9
12.925654,77.618418,12.975982,77.591297,2024-01-06 10:37:59,SUV,8.19,44.3,264.71,High,Sunny,3,4.2,1.8
12.967792,77.594391,12.938936,77.632652,2024-01-23 17:54:27,Auto,6.78,36.6,176.35,High,Sunny,3,4.7,1.8
12.913952,77.644758,13.00657,77.563819,2024-01-03 16:34:48,Auto,17.52,68.3,352.74,Medium,Sunny,1,3.9,1.3
13.006045,77.56261,12.922016,77.537626,2024-01-25 19:17:26,Bike,12.62,68.1,283.65,High,Sunny,1,4.3,1.8
12.923275,77.556355,12.925311,77.576224,2024-02-06 19:46:39,Mini,2.8,15.1,106.21,High,Sunny,4,4.7,1.8
12.995537,77.567161,12.968469,77.690216,2024-02-26 15:50:33,Mini,17.66,68.9,365.26,Medium,Sunny,3,3.7,1.3
12.960854,77.639521,12.960302,77.752686,2024-01-05 02:03:26,Auto,15.84,42.8,294.23,Free Flow,Sunny,1,4.9,0.9
13.029263,77.593602,12.966453,77.696856,2024-01-30 23:43:31,Prime,17.06,46.1,323.8,Free Flow,Cloudy,4,4.0,0.9
12.932627,77.585173,12.973821,77.646171,2024-01-09 07:27:47,Mini,10.4,40.6,235.7,Medium,Sunny,4,3.6,1.3
12.849811,77.664043,12.918809,77.55593,2024-02-09 05:30:35,Mini,18.11,48.9,340.74,Free Flow,Sunny,2,4.2,0.9
12.975548,77.759322,12.956779,77.63467,2024-01-16 01:57:31,Mini,17.66,47.7,333.39,Free Flow,Sunny,1,4.5,0.9
12.919316,77.554441,12.993315,77.567419,2024-02-29 11:17:56,Prime,10.83,70.2,313.78,Heavy Rain,Rainy,4,4.8,2.16
12.964417,77.689429,13.045531,77.590674,2024-02-16 16:55:41,SUV,18.11,84.8,488.96,Heavy Rain,Rainy,3,3.8,1.56
12.980249,77.631655,13.04148,77.597264,2024-01-07 05:04:18,Bike,10.06,27.2,191.49,Free Flow,Sunny,1,4.3,0.9
13.000866,77.55173,12.92644,77.611158,2024-01-08 16:25:16,Prime,13.58,53.0,292.48,Medium,Sunny,3,4.7,1.3
12.953129,77.648304,12.853253,77.656408,2024-01-29 18:45:14,Bike,14.46,78.1,320.58,High,Sunny,1,3.6,1.8
12.973624,77.754203,12.924859,77.552108,2024-01-21 10:42:42,Bike,29.15,157.4,615.91,High,Sunny,1,4.9,1.8
12.985731,77.63343,12.929461,77.577849,2024-03-01 11:49:02,Bike,11.25,72.9,301.67,Heavy Rain,Rainy,1,4.6,2.16
13.026403,77.59047,12.922626,77.579561,2024-02-27 21:56:03,Bike,15.05,81.3,332.56,High,Sunny,1,4.7,1.8
12.927539,77.553967,12.965667,77.64688,2024-01-08 20:16:23,Mini,14.12,76.3,333.83,High,Sunny,1,4.5,1.8
12.962759,77.596201,12.967751,77.705261,2024-02-04 07:52:01,Bike,15.28,59.6,302.79,Medium,Cloudy,1,3.9,1.3
12.920778,77.639398,12.842233,77.651015,2024-02-27 06:11:55,SUV,11.45,44.7,304.38,Medium,Cloudy,3,3.8,1.3
12.944451,77.631365,12.964563,77.603241,2024-01-18 21:09:04,Auto,4.89,26.4,138.3,High,Sunny,2,4.4,1.8
12.908332,77.601923,12.972813,77.641668,2024-02-05 15:53:28,Auto,10.84,42.3,233.51,Medium,Sunny,2,3.6,1.3
12.953549,77.639659,12.993511,77.55512,2024-02-11 16:12:17,Bike,13.16,51.3,264.96,Medium,Sunny,1,4.8,1.3
12.931447,77.620511,12.956663,77.699778,2024-01-02 05:02:23,Mini,11.68,31.5,237.41,Free Flow,Sunny,1,4.6,0.9
12.932608,77.582143,12.936057,77.632637,2024-02-24 19:53:40,Bike,7.09,38.3,172.41,High,Sunny,1,4.6,1.8
12.938332,77.62234,12.92342,77.552543,2024-01-21 01:13:12,Bike,10.0,27.0,190.56,Free Flow,Sunny,1,3.9,0.9
12.951267,77.698439,13.000753,77.567361,2024-01-02 08:09:30,Bike,19.69,106.3,425.72,High,Cloudy,1,4.1,1.8
12.916356,77.603955,12.920753,77.654118,2024-02-06 11:57:18,Mini,7.05,38.1,191.7,High,Sunny,2,4.7,1.8
12.934936,77.580579,12.91418,77.617113,2024-02-26 21:13:46,Prime,5.93,32.0,169.12,High,Sunny,4,3.7,1.8
12.912652,77.639042,12.922053,77.601151,2024-02-23 10:34:55,Auto,5.47,29.6,150.04,High,Sunny,1,3.9,1.8
12.91496,77.647721,12.999367,77.556014,2024-01-18 19:07:24,Prime,17.7,95.6,405.68,High,Sunny,2,4.0,1.8
12.925454,77.627015,12.841015,77.657747,2024-01-21 19:38:16,Bike,12.92,69.8,289.72,High,Sunny,1,4.0,1.8
12.907284,77.611116,12.918047,77.648514,2024-01-23 02:22:16,Bike,5.46,14.7,117.64,Free Flow,Sunny,1,4.6,0.9
12.841451,77.669092,12.934301,77.592543,2024-02-28 17:17:29,SUV,17.16,92.6,444.83,High,Sunny,2,4.6,1.8
13.193447,77.701734,12.950919,77.631406,2024-01-18 19:00:27,Bike,36.35,196.3,760.73,High,Cloudy,1,4.9,1.8
13.043123,77.592671,12.914711,77.639121,2024-01-31 17:05:51,Mini,19.64,106.0,444.71,High,Sunny,1,3.8,1.8
12.965246,77.695869,13.027842,77.58921,2024-02-21 20:18:45,SUV,17.45,94.2,450.72,High,Cloudy,4,4.8,1.8
13.038343,77.587907,12.975467,77.742585,2024-02-16 07:14:05,Prime,23.47,91.6,469.02,Medium,Sunny,1,4.1,1.3
12.96965,77.59512,12.964337,77.687419,2024-01-20 07:08:17,Mini,12.94,50.5,281.01,Medium,Cloudy,4,4.3,1.3
12.92452,77.608676,12.85118,77.665548,2024-02-24 14:17:14,SUV,13.24,51.6,336.38,Medium,Sunny,3,4.9,1.3
12.925964,77.631355,13.001453,77.552185,2024-01-30 02:25:40,Auto,15.54,42.0,289.4,Free Flow,Cloudy,1,4.6,0.9
13.011261,77.573602,12.93335,77.634144,2024-02-07 09:11:13,Auto,14.08,76.0,322.98,High,Sunny,2,4.0,1.8
12.926255,77.539562,13.195236,77.706181,2024-02-05 05:09:11,Mini,45.28,122.3,776.77,Free Flow,Sunny,4,4.7,0.9
12.937813,77.58832,12.951922,77.700719,2024-01-07 17:09:04,Auto,15.86,102.8,423.02,Heavy Rain,Rainy,3,4.0,2.16
12.84863,77.659276,12.971073,77.646778,2024-01-22 16:57:17,Prime,17.75,69.2,366.92,Medium,Cloudy,3,4.6,1.3
12.931146,77.543372,12.957399,77.630264,2024-02-18 23:58:17,SUV,12.74,34.4,304.46,Free Flow,Cloudy,3,3.7,0.9
12.929699,77.554369,12.837581,77.662521,2024-01-02 14:53:43,Bike,20.15,78.6,389.61,Medium,Sunny,1,4.5,1.3
12.971613,77.750303,12.908349,77.645855,2024-02-15 00:07:46,Prime,17.24,46.5,326.63,Free Flow,Cloudy,2,4.3,0.9
12.904841,77.648009,12.837856,77.659397,2024-01-19 02:29:18,Mini,9.8,26.5,207.23,Free Flow,Cloudy,2,3.6,0.9
13.203841,77.697767,12.939073,77.619537,2024-02-16 17:26:11,Prime,39.74,214.6,848.86,High,Sunny,3,4.5,1.8
12.973171,77.64963,12.968157,77.591953,2024-02-11 18:02:16,SUV,8.11,43.8,262.92,High,Cloudy,6,4.0,1.8
